"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cameroon","CMR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35385721209.033","34038020853.1283","32982841113.7917","30366620198.4625","31011587607.8833","32087625239.7731","33486994338.0144","35238806407.5356","36825360101.8615","38405910797.5827","39770616586.1867","41507830622.3018","43266601947.7497","45242672139.5015","48310557796.0183","49286751027.7748","50990923636.9236","53490601578.8402","55356782178.3212","56573891876.0619","58510137648.4186","60926183398.9526","63694221374.6985","67136426339.5228","71086773495.1535","75104216725.7472","78595422384.2402","81384842552.7773","84691024725.8645","",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48004565259.2755","43962076096.8566","39346054341.4897","34046514397.4752","32718701424.3985","32947731951.4933","32610619772.0063","30778866063.2876","30278969865.1802","28986015209.7206","26982812766.621","26416127011.5403","27194812406.4414","28711690720.4033","30646391803.7003","32526594264.561","34257327698.7281","36401657508.6987","38667986217.2416","39771981975.1663","42598965137.698","45527503793.4675","48753991980.2744","52889284438.4029","57898052047.2359","61902390065.3094","63387663073.8784","65750088095.3128","69535933943.1971","",
"Congo, Rep.","COG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12544964565.9714","12845462564.3091","13180979373.5555","13051847532.2012","12334899661.1369","12826485424.3417","13376803415.71","13293223522.7532","13790064766.7316","13433977802.93","14451733327.1667","15001275213.2719","15688614151.1056","15816204013.8173","16366075164.0843","17635388507.964","18735130808.498","18438699306.5214","19466146637.3994","20920061933.6128","22750902379.0886","23529134688.7973","24423235057.0563","25263566587.6874","26976415220.769","27690342239.6711","26915007454.5865","26080642223.4943","26348113347.1526","",
"Colombia","COL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255849862566.245","260970972851.755","271527064556.594","286149910077.126","302788559897.809","318540945763.749","325089684807.437","336241215714.114","338157064664.826","323940890118.671","333415712441.912","339010089038.579","347498835444.202","361114784678.744","380373115834.495","398275589574.164","425276306170.479","454402012260.664","469202106027.715","474857971886.292","495502675163.685","531984212804.645","552747845068.399","577991119324.613","605320344200.292","623213286136.664","636222131219.301","644819570599.092","661386410342.129","",
"Comoros","COM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1062118545.2899","1004810482.49807","1090530681.76121","1123312702.63149","1064037928.93085","1102451894.67634","1088211645.63612","1132068247.18539","1146587201.24744","1168652225.24033","1295426200.07843","1325647289.89901","1356467858.4458","1385006200.96473","1411593608.33081","1451648252.69541","1490072735.61153","1501993948.52666","1562073285.7809","1612061397.81056","1673318658.17596","1741922162.23012","1797668425.18261","1878561243.12414","1918011150.17721","1939418851.0054","2003820745.39075","2080280575.9095","2151650095.84075","",
"Cabo Verde","CPV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566468507.937397","574422557.661839","637250870.70239","692744660.771458","825631387.755356","942967117.420269","1049961114.58031","1166700264.50867","1312739469.50316","1460063606.30847","1668631777.33519","1705869873.3632","1795443245.2141","1870425610.75003","2061154268.37822","2203630691.25017","2379563066.41409","2740559154.23439","2922820603.22066","2885688331.29191","2928015321.96758","3044224922.25246","3077160948.13322","3101864322.39064","3120823310.01768","3152245747.28102","3300583860.00793","3422772767.93049","3596565794.97915","",
"Costa Rica","CRI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24158245127.8365","24705587613.9759","26977652044.3857","28889697786.5495","30186055660.2535","31430172856.2381","31819220677.227","33589942981.2588","35928374127.3786","37345156957.4369","38776659063.5064","40130146529.6667","41451131897.0612","43215075214.6674","45089129280.7921","46834472358.9767","50224226300.9374","54326488947.5586","56852452417.6421","56300671899.9031","59088604515.6545","61633610781.5746","64590125733.697","66055693384.5871","68377774647.7946","70861071788.7068","73869825724.438","76379317926.7865","78391137679.62","",
"Caribbean small states","CSS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54917405735.1371","56095459690.9128","57849715186.5661","59695382614.5899","61327316958.9537","63060091815.5727","65192988660.717","67279093356.8341","69236455733.672","72075316176.3415","74841767659.4781","76519019732.36","79555200525.797","84873241080.7721","88605118684.3612","91957626335.5538","98744488688.3508","102163373659.262","103814860387.201","100145998340.844","101607658767.55","102694390967.838","103953792357.886","105171819755.716","105635221911.94","106923846283.385","104694473541.644","104397964482.929","105698337083.316","",
"Cuba","CUB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3914771156.17094","3887534020.14113","3902970061.16169","3914217828.36051","3922377479.75322","3948909470.91073","4013511034.24512","4112643243.91127","4202629713.23866","4180300744.4354","4183741381.10936","4209371339.64245","4203523804.34557","4170143337.27606","4122652134.37964","4134141756.88423","4093355566.90182","4022140782.21937","3935015901.76364","",
"Cayman Islands","CYM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3163433174.56184","3270989827.2258","3303699658.25583","3323521864.03356","3380021794.43363","3447622212.25723","3478650887.23797","3704763114.1174","3875182216.96536","3997739707.33303","3983451737.60245","3696623994.46573","3596237169.76197","3638279419.07814","3683021293.28655","3730139327.16441","3829156919.4653","3937641615.23043","4059562110.94436","4182946379.62581","","",
"Cyprus","CYP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13004793446.9948","13100964050.9309","14332454542.8464","14432781794.6096","15284315733.0018","16562461944.6022","16769257793.0485","17212116223.1927","18263922267.4087","19176745873.9263","20320698273.603","21123886175.1932","21910319268.3581","22485089633.2269","23615267570.2082","24761317411.8286","25928523489.9753","27250377366.2458","28244147395.5152","27674953724.4135","28232519829.0118","28345855875.3433","27368824654.5954","25575324157.5084","25098666657.7072","25945668114.2404","27696114324.5499","28904005249.1645","30077563289.1476","",
"Czech Republic","CZE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206906172364.887","182874139707.639","181947804742.654","182060438163.236","187357139720.605","199013388057.236","207417354403.724","206183928258.365","205506169693.776","208450743221.96","217344797296.248","223666846429.691","227362927768.156","235554790092.384","247112436065.46","263257449989.268","281299858121.319","297060086854.517","305028078249.519","290378884889.689","296980416690.6","302260233093.211","299842621905.138","298392369971.981","306494069349.636","322766570535.655","330676102155.623","345069121817.277","355275522723.388","",
"Germany","DEU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2492165680022.95","2619472020162.66","2669977364199.91","2643829210376.13","2707229532599.97","2748780023121.81","2771346237903.67","2820777001410.48","2877729828630.37","2932175297338.79","3017067253814.06","3068288980931.17","3062199683377.8","3040349863497.1","3076527439545.42","3098735468698.01","3216939457080.86","3312935416311.12","3344814682058.98","3154255517936.88","3286070879407.49","3415020684916.05","3429348441083.67","3444034394701.87","3520687880741.58","3581939041904.54","3661816281356.88","3752081152305.66","3809392176976.13","",
"Djibouti","DJI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2342710799.37195","","","","","","","","",
"Dominica","DMA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468867731.699213","475180904.618345","484827009.581415","495309614.948953","495478025.158719","510491847.206044","526342230.653927","537844385.697756","558141811.21859","560121988.346386","573226083.752072","572866084.817613","556660399.134349","592027214.142239","610088156.957066","614091757.441824","642700815.426901","683536479.039433","732209347.513326","723644276.287192","728511093.464674","726881582.869273","719185461.968503","711995181.65795","743664352.578107","723651534.82213","742151649.498716","691689582.6608","707353379.063528","",
"Denmark","DNK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173689970557.047","176110573050.058","179557068772.376","179576259207.351","189152096178.247","194878841036.88","200530521778.438","207069601905.568","211662734293.297","217902598634.274","226067109637.643","227927987879.478","228990919905.913","229884118518.782","236017930915.338","241532823423.145","250984021984.475","253266066493.667","251969301849.692","239606307790.995","244089320508.165","247352252302.688","247912504652.069","250226373595.637","254278524017.232","260235228385.592","268682353729.961","274153170331.42","280709076477.07","",
"Dominican Republic","DOM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39345276161.3209","39716750214.6018","44173340042.5373","47426491430.9302","48659748225.1486","51426264507.2814","54500436662.3659","59342947101.9097","63327516058.5759","67089201629.2444","70216740724.7595","71943732955.7709","75177678144.0541","74166007479.4818","76072173461.3016","83244438225.8114","90881578844.2429","97621312846.0639","100754473043.965","101707766699.415","110189839538.698","113642553319.752","116730639584.032","122421497665.894","131052780907.634","140130831645.609","149462424353.172","156437394299.665","167360678508.928","",
"Algeria","DZA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265316738165.052","262132935756.586","266851334631.93","261247454578.688","258896236503.522","268734280001.842","279752381369.627","282829657390.828","297253980129.332","306766112102.677","318423224362.578","327975921093.456","346342572674.689","371279237907.267","387244245137.28","410091655600.379","417063213745.586","431243363012.935","441593203725.245","448658694984.85","464810408004.305","478289909836.429","494551766770.867","508399216240.452","527718386457.59","547243966756.52","564755773692.729","572097598750.734","580106965133.245","",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3567401682885.95","3842500717805.15","4237280053702.85","4679037401147.75","5159669016728.18","5653244378876.42","6149819778609","6562743029612.6","6619334393547.09","7006634336385.36","7521792547852.14","8009739110477.4","8623119144684.08","9357532700791.85","10175890237682.9","11136399805422.8","12299092022494.1","13746502726952","14876190547118","15978425795345","17511800326151.2","18957321640916.1","20367772108436.9","21813271437621.5","23263437770691.5","24759979879615","26321712544767.7","28011469497586.7","29763302367153.9","",
"Early-demographic dividend","EAR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9044275359752.3","9470298083428","9866491722431.7","10191026046324.3","10528073286180.5","10890120393696.2","11514783212835.7","12019058321230.5","12252328041820.9","12554614027620.6","13117556334041.6","13331807786707.6","13635016222054.3","14386565161965.4","15334213171369","16289708791304.9","17305246984661.6","18359881329948.6","19022831619739.6","19387297426454.2","20631830766595.9","21614351693768.6","22551387754070","23572851771491.8","24655406117957.9","25827998808562.7","27112043438223.7","28391742118541.1","29635978664444.9","",
"East Asia & Pacific","EAS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9039625740390.98","9536503712803.49","10050079541068.9","10586543175331.2","11245861849637.1","11983113555278","12736979337400.5","13321303623802","13314804085981","13871691540235.9","14683605309175","15242131998526.1","16017084771268.4","16923606564573.7","18024350917752.3","19212994530447.6","20622422084759","22357442991033.6","23524392478890","24380230461163","26376051147095","27983705495463.3","29589702268856","31266138453397.4","32892582507898.6","34543791279379.7","36265224511563.8","38209751030785","40149782632383.6","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5317973392345.31","5027925288942.52","4471382297968.03","4190368567012.09","3731096238846.52","3656636693206.83","3635435931991.27","3721864663229.43","3653842641964","3742845829027.17","4043918339992.37","4176365981379.74","4402456722847.87","4698720830625.75","5091502668464.5","5456170364277.85","5908096857844.54","6376188310027.68","6674671793021.03","6282110663468.58","6590152228262.27","6966555790693.24","7217952230519.76","7488946479652.04","7639936830149.54","7673731890024.73","7801580296853.16","8094597257541.3","8327513064128.01","",
"Europe & Central Asia","ECS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17371828890132.3","17247864032903.2","16834862501405.1","16546358992183.8","16441790860920.8","16723888793332.3","16970870306740.9","17461725719934.6","17825729820257.8","18341434421397.6","19205023191625.8","19683472457747.4","20109962993888.9","20614141613388.6","21422847683605.4","22147050032812.3","23174091511798.4","24186289183917.2","24584883228522","23448746842922.4","24133202686717.8","24824024761934.9","25008413847582.4","25329006153642.7","25798335497728.8","26259383358520.1","26761706545452.4","27549685171674.8","28192163655946.7","",
"Ecuador","ECU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76349832716.2921","79626265458.4644","81309812089.2585","82914232001.2029","86444927673.6088","88392141832.3109","89922870551.4872","93814610781.1521","96879092627.3289","92287618677.0392","93295216341.4635","97041606943.7538","101017184846.402","103767758879.014","112288151266.025","118229663496.819","123435937981.532","126139263988.069","134158101737.554","134918096104.018","139674361950.133","150664137576.237","159164551066.427","167037643517.848","173366480258.435","173537892219.464","171409651302.005","175469294388.282","177885729470.445","",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331073774179.631","334799693646.533","349774812509.879","359921048069.263","374221331040.458","391594402043.245","411129991687.816","433710709274.309","457892238858.676","485610465228.271","516543870482.742","534804997836.374","547587928435.781","565074901086.49","588198170700.644","614500889863.383","656556336484.692","703091916578.356","753407167840.868","788618403733.319","829210445112.664","843842460027.439","862628079156.375","881480523004.754","907183718284.674","946845963533.301","988001981620.797","1029312527965.73","1084011441555.61","",
"Euro area","EMU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8767052874856.21","8999374329737.48","9123614496721.27","9062277168203.15","9284638227829.64","9511174178544.59","9675959759381.8","9941122231516.13","10244520845208.4","10545850519877.5","10953320859499","11199732453215.4","11311831783665.3","11398435501536.9","11663405181343.1","11865465125563.3","12254247287770.2","12627984366427.6","12682038725954.8","12102186969432.5","12355561987285.5","12556659183082.3","12438014119294.2","12402931838600.2","12577357025636.3","12844987277111.3","13092351574100.7","13426815415362","13684180622896.9","",
"Eritrea","ERI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3464715057.50448","3930884240.53964","4765073355.37725","4901277213.27549","5355078548.59139","5778594837.64384","5881025215.36759","5881817991.74174","5697012107.18605","6195810310.00904","6382021003.3495","6212545424.59697","6302735154.10848","6464995889.67665","6402336055.05114","6493685998.24794","5858406746.50613","6085507975.44211","6219035616.04434","6758835465.49469","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","924961663038.213","948511192316.647","957324904676.525","947450177008.93","970029765166.575","996778278114.254","1023297807942.92","1061186230840.42","1107804538327.51","1157550404914.21","1218275437579.15","1266189587310","1300769506433.68","1339557085173.79","1381388710086.97","1431837477138.87","1490581861562.26","1544312686627.92","1558012982229.85","1499381340257.31","1501825485241.26","1489595017146.76","1445511326980.73","1424762540377.26","1444479942337.73","1499878242170.34","1545344071270.92","1590031838272.39","1627413616082.11","",
"Estonia","EST","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15659421180.5152","15402226991.3056","16099436796.1125","16894100431.6635","19098195136.7955","19925203475.3797","19844818120.179","21850438665.7798","23157008111.3238","24732238313.2457","26603650617.3207","28404041145.7189","31099668953.1454","34122170904.0347","36706441129.2819","34838471552.4001","29809932333.9428","30616858212.8931","32895237685.6919","33918356735.2812","34374961527.7415","35401853628.6812","36054977179.6349","37003788387.4434","39131062948.2102","40994154865.5962","",
"Ethiopia","ETH","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31350152721.2141","29112541934.6628","26587762514.8334","30082148000.2282","31041757866.9943","32943845123.3278","37037504567.3313","38198225460.3604","36877277677.3301","38780936525.8693","41136187141.7031","44551028044.9196","45225853919.1418","44248360528.5767","50254014897.6916","56193419297.2441","62281822907.0844","69416932549.9789","76905993371.4538","83675684350.2923","94177433200.8957","104704865663.231","113759545216.765","125797887497.284","138701596952.411","153116109124.163","167560290724.757","183484983776.555","195980621978.738","",
"European Union","EUU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11882272720352.7","12004946163277.9","12112805400100.2","12100009806700.4","12443943422385.3","12804112418661.2","13068575946470.7","13439802965151.9","13854083550273.1","14261820277899.9","14810354455723.4","15159920345691.9","15373914532589.7","15588574459054.3","16014403818360.4","16373208594249.8","16954842405473.2","17502290974051.5","17630976491835.9","16879477451230","17228069798332.8","17540441781335.9","17468220500568.9","17519339422307.4","17835455168242.8","18269583002073.3","18655780439522.7","19168758261685.3","19582001315337.1","",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735021711054.034","576990677517.619","619192846311.353","665979285939.11","689187382156.882","715323665918.208","767001356249.099","833094951133.115","941051098920.769","1015333879482.81","1039179754982.71","1071820533201.99","1066320486481.85","1008217444676.13","1163644906508.9","1243577453270.04","1334528097661.04","1407727375277.09","1489660984755.93","1560905832975.35","1665761658391.62","1580687400332.59","1779770994368.63","1854801705828.27","1875842640095.14","1914107098467.59","2032802662883.03","2086739285702.43","2129671047895.05","",
"Finland","FIN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143680539982.79","135185589115.327","130695857954.326","129795397703.89","134902195547.958","140591778592.699","145747713258.81","154979715844.643","163436957050.86","170594930105.013","180443999373.912","185153132042.635","188313884474.317","192087132785.975","199755899897.163","205308357012.334","213577050014.368","224894509394.726","226657720132.304","208355980562.325","214994017851.214","220471055643.893","217390293337.794","215429392687.805","214643204045.344","215846484005.891","221518926258.412","228278091410.936","232093620186.931","",
"Fiji","FJI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4292558916.57545","4176659665.74988","4431435985.12967","4525827008.34576","4756644168.05376","4875560202.73526","5109587113.44168","4997176229.20317","5062139542.74697","5507607757.67649","5413978513.03346","5522258091.23925","5698970301.21694","5755959966.88702","6061025828.12946","6103453033.3179","6216518516.3949","6163637433.70039","6227295124.87341","6140982466.2769","6322428381.65535","6493459112.28588","6585102234.61256","6896855428.01138","7283321748.68612","7623001879.26926","7814322874.86329","8238307741.34067","8528807720.97448","",
"France","FRA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1715860567728.88","1733845803420.13","1761575939532.76","1750501503995.99","1791784319804.29","1829531754664.77","1855382922822.16","1898730169073.67","1966869128485.63","2034163073848.63","2113976903933.12","2155912316219.84","2180393379417.8","2198341522519.77","2260549156132.84","2298147061818.69","2354436120178.2","2411524985982.72","2417673071166.87","2348205735915.44","2393982542237.95","2446475413051","2454136177515.88","2468280019056.74","2491881294168.33","2519613748603.6","2547215220101.58","2604787447811.24","2649716921876.76","",
"Faroe Islands","FRO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262790035.599463","282308348.254321","293623312.11221","317526173.262","315828928.683316","337982639.704836","327226796.924898","307393820.85617","316156051.970412","320501482.035255","335994120.090378","343277192.254588","345154961.660346","350581121.485201","339782736.26442","346720561.817985","346439615.250568","340078377.311898","331887502.469905","335515464.628331","343096012.584003","354035818.730036","347426711.552433","334642150.204117","326926043.027291","342036232.189463","345115198.526801","354371805.447949","355121863.136829","",
"Gabon","GAB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18568819534.8951","19703839275.7197","19094961943.1539","19848555119.9785","20585483311.0818","21609373912.3251","22392724309.6224","23677701100.2219","24501172141.7596","22312574852.1937","21892436565.2856","22359891187.7121","22304207642.2044","22805456794.376","22962710238.6528","23577239055.4319","22915525367.2327","24292314885.7641","23488620494.7835","23519233476.9038","25186720627.6625","26972900729.6627","28389268493.8593","29990053893.4914","31284114054.8546","32497593365.6842","33177261750.0144","33336433734.3249","33615061304.107","",
"United Kingdom","GBR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520021889633.54","1503485592267.2","1509063913328.27","1547188103737.92","1607450438735.68","1664862183701.71","1706342777132.18","1772119389590.38","1836710543497.31","1899677083230.21","1964977943874.99","2023423534163.82","2070455001378.87","2138497970166.03","2189264873539.83","2258877561948.06","2321862399776.28","2378296500922.08","2371609834940.33","2270868076626.53","2315139137603.88","2350795692102","2385562172541.23","2436600934113.19","2500134716403.13","2559025997329.7","2608112085160.4","2657459575058.51","2694283290012.57","",
"Georgia","GEO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40061720978.5996","31608697592.4265","17416392434.0177","12313389201.1634","11032797492.3466","11319649775.1806","12587450845.0978","13911529927.1748","14343469469.902","14755020427.9402","15026268131.3166","15748348236.3817","16610387227.6319","18447283971.8864","19516211181.1317","21387732670.9452","23402408109.9226","26346185970.5899","26983387502.4498","25998355165.7377","27623119197.132","29667230017.7198","31565932738.8538","32702306317.4526","34141207795.4205","35165444029.2831","36185241906.1323","37922133517.6266","39742395926.4727","",
"Ghana","GHA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28080429987.2623","29563589542.9409","30710485074.1675","32199943775.0046","33262541858.007","34630436925.536","36224289310.434","37744389976.5238","39518523826.9486","41257337644.8532","42783859154.1809","44495213562.5323","46497497985.0454","48915367914.6641","51654628512.6934","54702253617.8377","58203149985.8703","60733135663.5932","66290095488.188","69501510545.3722","74991929637.2049","85526138706.1051","93473902661.9468","100309205169.43","103215603037.01","105463852263.629","109100027570.327","117984530000.241","125374468303.496","",
"Gibraltar","GIB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8531041367.18248","8753993564.80696","9040332081.00238","9496339498.24863","9873353587.76662","10328285455.171","10789089665.7415","11348137509.04","11761677398.6328","12210033015.598","12515657536.5522","12973523652.3349","13643555482.9259","13813909088.5948","14137170766.7262","14560900307.1003","14732739380.9718","15738613394.5501","16389091782.6124","16205100978.1575","16985111306.5099","17938333959.3527","18999438100.3073","19749096161.3099","20479129634.0398","21262645239.0661","23563395542.144","25990425479.2495","27592437184.2487","",
"Gambia, The","GMB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2339762960.93189","2412460314.61776","2493969844.43756","2569090736.66522","2573056031.81237","2595746479.49892","2653464085.91606","2783483802.02783","2880905693.70059","3065283638.40059","3233874243.85082","3421438957.62015","3310242180.98453","3537655812.2925","3787060544.73864","3697999129.96039","3677453750.25559","3789367843.4281","4026427116.04657","4294817647.05822","4548569896.05994","4178750957.70949","4397783082.78857","4524121222.6572","4460449532.51199","4641457866.53148","4731658086.10363","4959847561.24132","5284570098.65681","",
"Guinea-Bissau","GNB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1593199037.17418","1674452188.43307","1692871162.02342","1728421456.42054","1783730943.37945","1862215105.03144","2078232057.14583","2213317140.8603","1591375472.93216","1607695623.71826","1694945062.11513","1732045830.08531","1714982103.84476","1724731951.62322","1772358734.06579","1847969311.0813","1890645538.16084","1952336459.90345","2014880872.45425","2082761704.47536","2178797240.58721","2354948198.33888","2314615400.60898","2389977062.15985","2413029842.8589","2561047094.81416","2721440496.65501","2882527366.41972","2992063406.11404","",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426634512.567313","422273288.714666","568993494.275835","631771758.668961","737080754.12129","865968638.707657","1442530534.29905","3605936325.80612","4463229020.41453","5608672805.38277","6630224128.66146","10832451921.8094","12940754061.3725","14746668683.4645","20350215036.8007","23758611625.8602","25589193076.1019","29499762713.0689","34750457672.4565","35217280130.7294","32074428108.711","34166939303.2501","37007193180.7025","35477612426.7786","35624868040.5733","32379427902.8659","29524722441.5507","28141287285.1814","26416578340.8368","",
"Greece","GRC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210932233655.207","217471132874.503","218993430814.938","215489536004.405","219799326777.533","224414496638.869","230837528824.258","241188743173.109","250582815060.278","258282214336.966","268406285046.666","279495791546.337","290460053171.652","307290851689.015","322842818984.405","324777106166.225","343134916664.384","354368285374.393","353180540061.355","337991185690.616","319472523224.705","290296713794.743","269103619736.053","260380827579.291","262307065414.91","261158596061.159","260659907726.432","264583098275.711","269701116543.147","",
