Entity,Code,Date,Daily new confirmed cases of COVID-19 (rolling 3-day average)
Czech Republic,CZE,"Mar 9, 2020",7
Czech Republic,CZE,"Mar 10, 2020",12.333333333333334
Czech Republic,CZE,"Mar 11, 2020",20.666666666666668
Czech Republic,CZE,"Mar 12, 2020",25.333333333333332
Czech Republic,CZE,"Mar 13, 2020",29
Czech Republic,CZE,"Mar 14, 2020",40
Czech Republic,CZE,"Mar 15, 2020",60.666666666666664
Czech Republic,CZE,"Mar 16, 2020",64.66666666666667
Czech Republic,CZE,"Mar 17, 2020",73.33333333333333
Czech Republic,CZE,"Mar 18, 2020",74.66666666666667
Czech Republic,CZE,"Mar 19, 2020",116.66666666666667
Czech Republic,CZE,"Mar 20, 2020",156.66666666666666
Czech Republic,CZE,"Mar 21, 2020",157.66666666666666
Czech Republic,CZE,"Mar 22, 2020",157
Czech Republic,CZE,"Mar 23, 2020",110.66666666666667
Czech Republic,CZE,"Mar 24, 2020",133
Czech Republic,CZE,"Mar 25, 2020",163
Czech Republic,CZE,"Mar 26, 2020",275.3333333333333
Czech Republic,CZE,"Mar 27, 2020",295
Czech Republic,CZE,"Mar 28, 2020",336.3333333333333
Czech Republic,CZE,"Mar 29, 2020",255.66666666666666
Czech Republic,CZE,"Mar 30, 2020",241
Czech Republic,CZE,"Mar 31, 2020",215
Czech Republic,CZE,"Apr 1, 2020",239.5
Democratic Republic of Congo,COD,"Mar 11, 2020",1
Democratic Republic of Congo,COD,"Mar 12, 2020",1
Democratic Republic of Congo,COD,"Mar 13, 2020",1
Democratic Republic of Congo,COD,"Mar 14, 2020",0.5
Democratic Republic of Congo,COD,"Mar 15, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 16, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 17, 2020",0.3333333333333333
Democratic Republic of Congo,COD,"Mar 18, 2020",4
Democratic Republic of Congo,COD,"Mar 19, 2020",3.6666666666666665
Democratic Republic of Congo,COD,"Mar 20, 2020",3.6666666666666665
Democratic Republic of Congo,COD,"Mar 21, 2020",3
Democratic Republic of Congo,COD,"Mar 22, 2020",4
Democratic Republic of Congo,COD,"Mar 23, 2020",4
Democratic Republic of Congo,COD,"Mar 24, 2020",7.333333333333333
Democratic Republic of Congo,COD,"Mar 25, 2020",6.333333333333333
Democratic Republic of Congo,COD,"Mar 26, 2020",9.333333333333334
Democratic Republic of Congo,COD,"Mar 27, 2020",4.333333333333333
Democratic Republic of Congo,COD,"Mar 28, 2020",4.333333333333333
Democratic Republic of Congo,COD,"Mar 29, 2020",9
Democratic Republic of Congo,COD,"Mar 30, 2020",13.333333333333334
Democratic Republic of Congo,COD,"Mar 31, 2020",13.333333333333334
Democratic Republic of Congo,COD,"Apr 1, 2020",8.5
Denmark,DNK,"Dec 31, 2019",0
Denmark,DNK,"Jan 1, 2020",0
Denmark,DNK,"Jan 2, 2020",0
Denmark,DNK,"Jan 3, 2020",0
Denmark,DNK,"Jan 4, 2020",0
Denmark,DNK,"Jan 5, 2020",0
Denmark,DNK,"Jan 6, 2020",0
Denmark,DNK,"Jan 7, 2020",0
Denmark,DNK,"Jan 8, 2020",0
Denmark,DNK,"Jan 9, 2020",0
Denmark,DNK,"Jan 10, 2020",0
Denmark,DNK,"Jan 11, 2020",0
Denmark,DNK,"Jan 12, 2020",0
Denmark,DNK,"Jan 13, 2020",0
Denmark,DNK,"Jan 14, 2020",0
Denmark,DNK,"Jan 15, 2020",0
Denmark,DNK,"Jan 16, 2020",0
Denmark,DNK,"Jan 17, 2020",0
Denmark,DNK,"Jan 18, 2020",0
Denmark,DNK,"Jan 19, 2020",0
Denmark,DNK,"Jan 20, 2020",0
Denmark,DNK,"Jan 21, 2020",0
Denmark,DNK,"Jan 22, 2020",0
Denmark,DNK,"Jan 23, 2020",0
Denmark,DNK,"Jan 24, 2020",0
Denmark,DNK,"Jan 25, 2020",0
Denmark,DNK,"Jan 26, 2020",0
Denmark,DNK,"Jan 27, 2020",0
Denmark,DNK,"Jan 28, 2020",0
Denmark,DNK,"Jan 29, 2020",0
Denmark,DNK,"Jan 30, 2020",0
Denmark,DNK,"Jan 31, 2020",0
Denmark,DNK,"Feb 1, 2020",0
Denmark,DNK,"Feb 2, 2020",0
Denmark,DNK,"Feb 3, 2020",0
Denmark,DNK,"Feb 4, 2020",0
Denmark,DNK,"Feb 5, 2020",0
Denmark,DNK,"Feb 6, 2020",0
Denmark,DNK,"Feb 7, 2020",0
Denmark,DNK,"Feb 8, 2020",0
Denmark,DNK,"Feb 9, 2020",0
Denmark,DNK,"Feb 10, 2020",0
Denmark,DNK,"Feb 11, 2020",0
Denmark,DNK,"Feb 12, 2020",0
Denmark,DNK,"Feb 13, 2020",0
Denmark,DNK,"Feb 14, 2020",0
Denmark,DNK,"Feb 15, 2020",0
Denmark,DNK,"Feb 16, 2020",0
Denmark,DNK,"Feb 17, 2020",0
Denmark,DNK,"Feb 18, 2020",0
Denmark,DNK,"Feb 19, 2020",0
Denmark,DNK,"Feb 20, 2020",0
Denmark,DNK,"Feb 21, 2020",0
Denmark,DNK,"Feb 22, 2020",0
Denmark,DNK,"Feb 23, 2020",0
Denmark,DNK,"Feb 24, 2020",0
Denmark,DNK,"Feb 25, 2020",0
Denmark,DNK,"Feb 26, 2020",0.3333333333333333
Denmark,DNK,"Feb 27, 2020",0.3333333333333333
Denmark,DNK,"Feb 28, 2020",0.6666666666666666
Denmark,DNK,"Feb 29, 2020",0.6666666666666666
Denmark,DNK,"Mar 1, 2020",1
Denmark,DNK,"Mar 2, 2020",1
Denmark,DNK,"Mar 3, 2020",1.6666666666666667
Denmark,DNK,"Mar 4, 2020",2
Denmark,DNK,"Mar 5, 2020",5
Denmark,DNK,"Mar 6, 2020",5
Denmark,DNK,"Mar 7, 2020",7
Denmark,DNK,"Mar 8, 2020",6
Denmark,DNK,"Mar 9, 2020",30
Denmark,DNK,"Mar 10, 2020",77.66666666666667
Denmark,DNK,"Mar 11, 2020",159.33333333333334
Denmark,DNK,"Mar 12, 2020",187.66666666666666
Denmark,DNK,"Mar 13, 2020",180
Denmark,DNK,"Mar 14, 2020",103.66666666666667
Denmark,DNK,"Mar 15, 2020",66.33333333333333
Denmark,DNK,"Mar 16, 2020",42.666666666666664
Denmark,DNK,"Mar 17, 2020",65.66666666666667
Denmark,DNK,"Mar 18, 2020",80
Denmark,DNK,"Mar 19, 2020",73
Denmark,DNK,"Mar 20, 2020",77
Denmark,DNK,"Mar 21, 2020",70.33333333333333
Denmark,DNK,"Mar 22, 2020",81.33333333333333
Denmark,DNK,"Mar 23, 2020",68.33333333333333
Denmark,DNK,"Mar 24, 2020",88.33333333333333
Denmark,DNK,"Mar 25, 2020",109.66666666666667
Denmark,DNK,"Mar 26, 2020",139
Denmark,DNK,"Mar 27, 2020",151.66666666666666
Denmark,DNK,"Mar 28, 2020",159
Denmark,DNK,"Mar 29, 2020",172.66666666666666
Denmark,DNK,"Mar 30, 2020",177
Denmark,DNK,"Mar 31, 2020",219.66666666666666
Denmark,DNK,"Apr 1, 2020",232.5
Djibouti,DJI,"Mar 19, 2020",0.5
Djibouti,DJI,"Mar 20, 2020",0.3333333333333333
Djibouti,DJI,"Mar 21, 2020",0
Djibouti,DJI,"Mar 22, 2020",0
Djibouti,DJI,"Mar 23, 2020",0.6666666666666666
Djibouti,DJI,"Mar 24, 2020",0.6666666666666666
Djibouti,DJI,"Mar 25, 2020",3.6666666666666665
Djibouti,DJI,"Mar 26, 2020",3
Djibouti,DJI,"Mar 27, 2020",3.3333333333333335
Djibouti,DJI,"Mar 28, 2020",1
Djibouti,DJI,"Mar 29, 2020",2.3333333333333335
Djibouti,DJI,"Mar 30, 2020",4.333333333333333
Djibouti,DJI,"Mar 31, 2020",5.333333333333333
Djibouti,DJI,"Apr 1, 2020",6
Dominica,DMA,"Mar 23, 2020",0.5
Dominica,DMA,"Mar 24, 2020",0.6666666666666666
Dominica,DMA,"Mar 25, 2020",2
Dominica,DMA,"Mar 26, 2020",3.3333333333333335
Dominica,DMA,"Mar 27, 2020",3
Dominica,DMA,"Mar 28, 2020",1.3333333333333333
Dominica,DMA,"Mar 29, 2020",0
Dominica,DMA,"Mar 30, 2020",0
Dominica,DMA,"Mar 31, 2020",0
Dominica,DMA,"Apr 1, 2020",0
Dominican Republic,DOM,"Dec 31, 2019",0
Dominican Republic,DOM,"Jan 1, 2020",0
Dominican Republic,DOM,"Jan 2, 2020",0
Dominican Republic,DOM,"Jan 3, 2020",0
Dominican Republic,DOM,"Jan 4, 2020",0
Dominican Republic,DOM,"Jan 5, 2020",0
Dominican Republic,DOM,"Jan 6, 2020",0
Dominican Republic,DOM,"Jan 7, 2020",0
Dominican Republic,DOM,"Jan 8, 2020",0
Dominican Republic,DOM,"Jan 9, 2020",0
Dominican Republic,DOM,"Jan 10, 2020",0
Dominican Republic,DOM,"Jan 11, 2020",0
Dominican Republic,DOM,"Jan 12, 2020",0
Dominican Republic,DOM,"Jan 13, 2020",0
Dominican Republic,DOM,"Jan 14, 2020",0
Dominican Republic,DOM,"Jan 15, 2020",0
Dominican Republic,DOM,"Jan 16, 2020",0
Dominican Republic,DOM,"Jan 17, 2020",0
Dominican Republic,DOM,"Jan 18, 2020",0
Dominican Republic,DOM,"Jan 19, 2020",0
Dominican Republic,DOM,"Jan 20, 2020",0
Dominican Republic,DOM,"Jan 21, 2020",0
Dominican Republic,DOM,"Jan 22, 2020",0
Dominican Republic,DOM,"Jan 23, 2020",0
Dominican Republic,DOM,"Jan 24, 2020",0
Dominican Republic,DOM,"Jan 25, 2020",0
Dominican Republic,DOM,"Jan 26, 2020",0
Dominican Republic,DOM,"Jan 27, 2020",0
Dominican Republic,DOM,"Jan 28, 2020",0
Dominican Republic,DOM,"Jan 29, 2020",0
Dominican Republic,DOM,"Jan 30, 2020",0
Dominican Republic,DOM,"Jan 31, 2020",0
Dominican Republic,DOM,"Feb 1, 2020",0
Dominican Republic,DOM,"Feb 2, 2020",0
Dominican Republic,DOM,"Feb 3, 2020",0
Dominican Republic,DOM,"Feb 4, 2020",0
Dominican Republic,DOM,"Feb 5, 2020",0
Dominican Republic,DOM,"Feb 6, 2020",0
Dominican Republic,DOM,"Feb 7, 2020",0
Dominican Republic,DOM,"Feb 8, 2020",0
Dominican Republic,DOM,"Feb 9, 2020",0
Dominican Republic,DOM,"Feb 10, 2020",0
Dominican Republic,DOM,"Feb 11, 2020",0
Dominican Republic,DOM,"Feb 12, 2020",0
Dominican Republic,DOM,"Feb 13, 2020",0
Dominican Republic,DOM,"Feb 14, 2020",0
Dominican Republic,DOM,"Feb 15, 2020",0
Dominican Republic,DOM,"Feb 16, 2020",0
Dominican Republic,DOM,"Feb 17, 2020",0
Dominican Republic,DOM,"Feb 18, 2020",0
Dominican Republic,DOM,"Feb 19, 2020",0
Dominican Republic,DOM,"Feb 20, 2020",0
Dominican Republic,DOM,"Feb 21, 2020",0
Dominican Republic,DOM,"Feb 22, 2020",0
Dominican Republic,DOM,"Feb 23, 2020",0
Dominican Republic,DOM,"Feb 24, 2020",0
Dominican Republic,DOM,"Feb 25, 2020",0
Dominican Republic,DOM,"Feb 26, 2020",0
Dominican Republic,DOM,"Feb 27, 2020",0
Dominican Republic,DOM,"Feb 28, 2020",0
Dominican Republic,DOM,"Feb 29, 2020",0
Dominican Republic,DOM,"Mar 1, 2020",0.3333333333333333
Dominican Republic,DOM,"Mar 2, 2020",0.5
Dominican Republic,DOM,"Mar 3, 2020",1
Dominican Republic,DOM,"Mar 6, 2020",1
Dominican Republic,DOM,"Mar 7, 2020",1
Dominican Republic,DOM,"Mar 8, 2020",1
Dominican Republic,DOM,"Mar 9, 2020",3
Dominican Republic,DOM,"Mar 10, 2020",3
Dominican Republic,DOM,"Mar 11, 2020",3
Dominican Republic,DOM,"Mar 13, 2020",6
Dominican Republic,DOM,"Mar 14, 2020",3
Dominican Republic,DOM,"Mar 15, 2020",2
Dominican Republic,DOM,"Mar 16, 2020",0
Dominican Republic,DOM,"Mar 17, 2020",0
Dominican Republic,DOM,"Mar 18, 2020",3.3333333333333335
Dominican Republic,DOM,"Mar 19, 2020",3.3333333333333335
Dominican Republic,DOM,"Mar 20, 2020",7.666666666666667
Dominican Republic,DOM,"Mar 21, 2020",30.333333333333332
Dominican Republic,DOM,"Mar 22, 2020",60.333333333333336
Dominican Republic,DOM,"Mar 23, 2020",70.33333333333333
Dominican Republic,DOM,"Mar 24, 2020",66.66666666666667
Dominican Republic,DOM,"Mar 25, 2020",63.333333333333336
Dominican Republic,DOM,"Mar 26, 2020",81
Dominican Republic,DOM,"Mar 27, 2020",89.66666666666667
Dominican Republic,DOM,"Mar 28, 2020",109
Dominican Republic,DOM,"Mar 29, 2020",123.66666666666667
Dominican Republic,DOM,"Mar 30, 2020",106.66666666666667
Dominican Republic,DOM,"Mar 31, 2020",130
Dominican Republic,DOM,"Apr 1, 2020",125
Ecuador,ECU,"Dec 31, 2019",0
Ecuador,ECU,"Jan 1, 2020",0
Ecuador,ECU,"Jan 2, 2020",0
Ecuador,ECU,"Jan 3, 2020",0
Ecuador,ECU,"Jan 4, 2020",0
Ecuador,ECU,"Jan 5, 2020",0
Ecuador,ECU,"Jan 6, 2020",0
Ecuador,ECU,"Jan 7, 2020",0
Ecuador,ECU,"Jan 8, 2020",0
Ecuador,ECU,"Jan 9, 2020",0
Ecuador,ECU,"Jan 10, 2020",0
Ecuador,ECU,"Jan 11, 2020",0
Ecuador,ECU,"Jan 12, 2020",0
Ecuador,ECU,"Jan 13, 2020",0
Ecuador,ECU,"Jan 14, 2020",0
Ecuador,ECU,"Jan 15, 2020",0
Ecuador,ECU,"Jan 16, 2020",0
Ecuador,ECU,"Jan 17, 2020",0
Ecuador,ECU,"Jan 18, 2020",0
Ecuador,ECU,"Jan 19, 2020",0
Ecuador,ECU,"Jan 20, 2020",0
Ecuador,ECU,"Jan 21, 2020",0
Ecuador,ECU,"Jan 22, 2020",0
Ecuador,ECU,"Jan 23, 2020",0
Ecuador,ECU,"Jan 24, 2020",0
Ecuador,ECU,"Jan 25, 2020",0
Ecuador,ECU,"Jan 26, 2020",0
Ecuador,ECU,"Jan 27, 2020",0
Ecuador,ECU,"Jan 28, 2020",0
Ecuador,ECU,"Jan 29, 2020",0
Ecuador,ECU,"Jan 30, 2020",0
Ecuador,ECU,"Jan 31, 2020",0
Ecuador,ECU,"Feb 1, 2020",0
Ecuador,ECU,"Feb 2, 2020",0
Ecuador,ECU,"Feb 3, 2020",0
Ecuador,ECU,"Feb 4, 2020",0
Ecuador,ECU,"Feb 5, 2020",0
Ecuador,ECU,"Feb 6, 2020",0
Ecuador,ECU,"Feb 7, 2020",0
Ecuador,ECU,"Feb 8, 2020",0
Ecuador,ECU,"Feb 9, 2020",0
Ecuador,ECU,"Feb 10, 2020",0
Ecuador,ECU,"Feb 11, 2020",0
Ecuador,ECU,"Feb 12, 2020",0
Ecuador,ECU,"Feb 13, 2020",0
Ecuador,ECU,"Feb 14, 2020",0
Ecuador,ECU,"Feb 15, 2020",0
Ecuador,ECU,"Feb 16, 2020",0
Ecuador,ECU,"Feb 17, 2020",0
Ecuador,ECU,"Feb 18, 2020",0
Ecuador,ECU,"Feb 19, 2020",0
Ecuador,ECU,"Feb 20, 2020",0
Ecuador,ECU,"Feb 21, 2020",0
Ecuador,ECU,"Feb 22, 2020",0
Ecuador,ECU,"Feb 23, 2020",0
Ecuador,ECU,"Feb 24, 2020",0
Ecuador,ECU,"Feb 25, 2020",0
Ecuador,ECU,"Feb 26, 2020",0
Ecuador,ECU,"Feb 27, 2020",0
Ecuador,ECU,"Feb 28, 2020",0
Ecuador,ECU,"Feb 29, 2020",0.3333333333333333
Ecuador,ECU,"Mar 1, 2020",2
Ecuador,ECU,"Mar 2, 2020",2.3333333333333335
Ecuador,ECU,"Mar 3, 2020",3
Ecuador,ECU,"Mar 4, 2020",2
Ecuador,ECU,"Mar 5, 2020",3
Ecuador,ECU,"Mar 6, 2020",3
Ecuador,ECU,"Mar 7, 2020",3
Ecuador,ECU,"Mar 8, 2020",1
Ecuador,ECU,"Mar 9, 2020",1
Ecuador,ECU,"Mar 10, 2020",1.3333333333333333
Ecuador,ECU,"Mar 11, 2020",1.5
Ecuador,ECU,"Mar 12, 2020",2
Ecuador,ECU,"Mar 13, 2020",6
Ecuador,ECU,"Mar 14, 2020",5.5
Ecuador,ECU,"Mar 15, 2020",6.666666666666667
Ecuador,ECU,"Mar 16, 2020",11.666666666666666
Ecuador,ECU,"Mar 17, 2020",27.666666666666668
Ecuador,ECU,"Mar 18, 2020",43.666666666666664
Ecuador,ECU,"Mar 19, 2020",47
Ecuador,ECU,"Mar 20, 2020",105
Ecuador,ECU,"Mar 21, 2020",121.33333333333333
Ecuador,ECU,"Mar 22, 2020",196.66666666666666
Ecuador,ECU,"Mar 23, 2020",185
Ecuador,ECU,"Mar 24, 2020",183.33333333333334
Ecuador,ECU,"Mar 25, 2020",140.66666666666666
Ecuador,ECU,"Mar 26, 2020",140.66666666666666
Ecuador,ECU,"Mar 27, 2020",181.66666666666666
Ecuador,ECU,"Mar 28, 2020",208
Ecuador,ECU,"Mar 29, 2020",162.33333333333334
Ecuador,ECU,"Mar 30, 2020",113
Ecuador,ECU,"Mar 31, 2020",155.66666666666666
Ecuador,ECU,"Apr 1, 2020",206
Egypt,EGY,"Dec 31, 2019",0
Egypt,EGY,"Jan 1, 2020",0
Egypt,EGY,"Jan 2, 2020",0
Egypt,EGY,"Jan 3, 2020",0
Egypt,EGY,"Jan 4, 2020",0
Egypt,EGY,"Jan 5, 2020",0
Egypt,EGY,"Jan 6, 2020",0
Egypt,EGY,"Jan 7, 2020",0
Egypt,EGY,"Jan 8, 2020",0
Egypt,EGY,"Jan 9, 2020",0
Egypt,EGY,"Jan 10, 2020",0
Egypt,EGY,"Jan 11, 2020",0
Egypt,EGY,"Jan 12, 2020",0
Egypt,EGY,"Jan 13, 2020",0
Egypt,EGY,"Jan 14, 2020",0
Egypt,EGY,"Jan 15, 2020",0
Egypt,EGY,"Jan 16, 2020",0
Egypt,EGY,"Jan 17, 2020",0
Egypt,EGY,"Jan 18, 2020",0
Egypt,EGY,"Jan 19, 2020",0
Egypt,EGY,"Jan 20, 2020",0
Egypt,EGY,"Jan 21, 2020",0
Egypt,EGY,"Jan 22, 2020",0
Egypt,EGY,"Jan 23, 2020",0
Egypt,EGY,"Jan 24, 2020",0
Egypt,EGY,"Jan 25, 2020",0
Egypt,EGY,"Jan 26, 2020",0
Egypt,EGY,"Jan 27, 2020",0
Egypt,EGY,"Jan 28, 2020",0
Egypt,EGY,"Jan 29, 2020",0
Egypt,EGY,"Jan 30, 2020",0
Egypt,EGY,"Jan 31, 2020",0
Egypt,EGY,"Feb 1, 2020",0
Egypt,EGY,"Feb 2, 2020",0
Egypt,EGY,"Feb 3, 2020",0
Egypt,EGY,"Feb 4, 2020",0
Egypt,EGY,"Feb 5, 2020",0
Egypt,EGY,"Feb 6, 2020",0
Egypt,EGY,"Feb 7, 2020",0
Egypt,EGY,"Feb 8, 2020",0
Egypt,EGY,"Feb 9, 2020",0
Egypt,EGY,"Feb 10, 2020",0
Egypt,EGY,"Feb 11, 2020",0
Egypt,EGY,"Feb 12, 2020",0
Egypt,EGY,"Feb 13, 2020",0
Egypt,EGY,"Feb 14, 2020",0.3333333333333333
Egypt,EGY,"Feb 15, 2020",0.3333333333333333
Egypt,EGY,"Feb 16, 2020",0.3333333333333333
Egypt,EGY,"Feb 17, 2020",0
Egypt,EGY,"Feb 18, 2020",0
Egypt,EGY,"Feb 19, 2020",0
Egypt,EGY,"Feb 20, 2020",0
Egypt,EGY,"Feb 21, 2020",0
Egypt,EGY,"Feb 22, 2020",0
Egypt,EGY,"Feb 23, 2020",0
Egypt,EGY,"Feb 24, 2020",0
Egypt,EGY,"Feb 25, 2020",0
Egypt,EGY,"Feb 26, 2020",0
Egypt,EGY,"Feb 27, 2020",0
Egypt,EGY,"Feb 28, 2020",0
Egypt,EGY,"Feb 29, 2020",0
Egypt,EGY,"Mar 1, 2020",0.3333333333333333
Egypt,EGY,"Mar 2, 2020",0.5
Egypt,EGY,"Mar 3, 2020",1
Egypt,EGY,"Mar 5, 2020",1
Egypt,EGY,"Mar 6, 2020",6.5
Egypt,EGY,"Mar 7, 2020",6.5
Egypt,EGY,"Mar 8, 2020",23
Egypt,EGY,"Mar 9, 2020",20
Egypt,EGY,"Mar 10, 2020",14.666666666666666
Egypt,EGY,"Mar 11, 2020",3.6666666666666665
Egypt,EGY,"Mar 12, 2020",8.333333333333334
Egypt,EGY,"Mar 13, 2020",11.333333333333334
Egypt,EGY,"Mar 14, 2020",11
Egypt,EGY,"Mar 15, 2020",10
Egypt,EGY,"Mar 16, 2020",11
Egypt,EGY,"Mar 17, 2020",24.333333333333332
Egypt,EGY,"Mar 18, 2020",28.666666666666668
Egypt,EGY,"Mar 19, 2020",28
Egypt,EGY,"Mar 20, 2020",30
Egypt,EGY,"Mar 21, 2020",29.666666666666668
Egypt,EGY,"Mar 22, 2020",28
Egypt,EGY,"Mar 23, 2020",23.666666666666668
Egypt,EGY,"Mar 24, 2020",27
Egypt,EGY,"Mar 25, 2020",49.333333333333336
Egypt,EGY,"Mar 26, 2020",43
Egypt,EGY,"Mar 27, 2020",43
Egypt,EGY,"Mar 28, 2020",31.333333333333332
Egypt,EGY,"Mar 29, 2020",40
Egypt,EGY,"Mar 30, 2020",38
Egypt,EGY,"Mar 31, 2020",40
Egypt,EGY,"Apr 1, 2020",40
El Salvador,SLV,"Mar 19, 2020",0.5
El Salvador,SLV,"Mar 20, 2020",1
El Salvador,SLV,"Mar 21, 2020",0.6666666666666666
El Salvador,SLV,"Mar 22, 2020",0.6666666666666666
El Salvador,SLV,"Mar 23, 2020",0.6666666666666666
El Salvador,SLV,"Mar 24, 2020",2
El Salvador,SLV,"Mar 25, 2020",3.3333333333333335
El Salvador,SLV,"Mar 26, 2020",2.6666666666666665
El Salvador,SLV,"Mar 27, 2020",1.3333333333333333
El Salvador,SLV,"Mar 28, 2020",2
El Salvador,SLV,"Mar 29, 2020",5.666666666666667
El Salvador,SLV,"Mar 30, 2020",6.333333333333333
El Salvador,SLV,"Mar 31, 2020",4.333333333333333
El Salvador,SLV,"Apr 1, 2020",1
Equatorial Guinea,GNQ,"Mar 15, 2020",0.5
Equatorial Guinea,GNQ,"Mar 16, 2020",0.3333333333333333
Equatorial Guinea,GNQ,"Mar 17, 2020",0
Equatorial Guinea,GNQ,"Mar 18, 2020",0.6666666666666666
Equatorial Guinea,GNQ,"Mar 19, 2020",1
Equatorial Guinea,GNQ,"Mar 20, 2020",1
Equatorial Guinea,GNQ,"Mar 21, 2020",1
Equatorial Guinea,GNQ,"Mar 22, 2020",0.6666666666666666
Equatorial Guinea,GNQ,"Mar 23, 2020",1.6666666666666667
Equatorial Guinea,GNQ,"Mar 24, 2020",1
Equatorial Guinea,GNQ,"Mar 25, 2020",1.6666666666666667
Equatorial Guinea,GNQ,"Mar 26, 2020",1
Equatorial Guinea,GNQ,"Mar 27, 2020",1.3333333333333333
Equatorial Guinea,GNQ,"Mar 28, 2020",0.6666666666666666
Equatorial Guinea,GNQ,"Mar 29, 2020",0.6666666666666666
Equatorial Guinea,GNQ,"Mar 30, 2020",0.3333333333333333
Equatorial Guinea,GNQ,"Mar 31, 2020",0.6666666666666666
Equatorial Guinea,GNQ,"Apr 1, 2020",0.5
Eritrea,ERI,"Mar 22, 2020",0.5
Eritrea,ERI,"Mar 23, 2020",0.3333333333333333
Eritrea,ERI,"Mar 24, 2020",0
Eritrea,ERI,"Mar 25, 2020",1
Eritrea,ERI,"Mar 26, 2020",1.6666666666666667
Eritrea,ERI,"Mar 27, 2020",1.6666666666666667
Eritrea,ERI,"Mar 28, 2020",0.6666666666666666
Eritrea,ERI,"Mar 29, 2020",2
Eritrea,ERI,"Mar 30, 2020",2
Eritrea,ERI,"Mar 31, 2020",3
Eritrea,ERI,"Apr 1, 2020",1.5
Estonia,EST,"Dec 31, 2019",0
Estonia,EST,"Jan 1, 2020",0
Estonia,EST,"Jan 2, 2020",0
Estonia,EST,"Jan 3, 2020",0
Estonia,EST,"Jan 4, 2020",0
Estonia,EST,"Jan 5, 2020",0
Estonia,EST,"Jan 6, 2020",0
Estonia,EST,"Jan 7, 2020",0
Estonia,EST,"Jan 8, 2020",0
Estonia,EST,"Jan 9, 2020",0
Estonia,EST,"Jan 10, 2020",0
Estonia,EST,"Jan 11, 2020",0
Estonia,EST,"Jan 12, 2020",0
Estonia,EST,"Jan 13, 2020",0
Estonia,EST,"Jan 14, 2020",0
Estonia,EST,"Jan 15, 2020",0
Estonia,EST,"Jan 16, 2020",0
Estonia,EST,"Jan 17, 2020",0
Estonia,EST,"Jan 18, 2020",0
Estonia,EST,"Jan 19, 2020",0
Estonia,EST,"Jan 20, 2020",0
Estonia,EST,"Jan 21, 2020",0
Estonia,EST,"Jan 22, 2020",0
Estonia,EST,"Jan 23, 2020",0
Estonia,EST,"Jan 24, 2020",0
Estonia,EST,"Jan 25, 2020",0
Estonia,EST,"Jan 26, 2020",0
Estonia,EST,"Jan 27, 2020",0
Estonia,EST,"Jan 28, 2020",0
Estonia,EST,"Jan 29, 2020",0
Estonia,EST,"Jan 30, 2020",0
Estonia,EST,"Jan 31, 2020",0
Estonia,EST,"Feb 1, 2020",0
Estonia,EST,"Feb 2, 2020",0
Estonia,EST,"Feb 3, 2020",0
Estonia,EST,"Feb 4, 2020",0
Estonia,EST,"Feb 5, 2020",0
Estonia,EST,"Feb 6, 2020",0
Estonia,EST,"Feb 7, 2020",0
Estonia,EST,"Feb 8, 2020",0
Estonia,EST,"Feb 9, 2020",0
Estonia,EST,"Feb 10, 2020",0
Estonia,EST,"Feb 11, 2020",0
Estonia,EST,"Feb 12, 2020",0
Estonia,EST,"Feb 13, 2020",0
Estonia,EST,"Feb 14, 2020",0
Estonia,EST,"Feb 15, 2020",0
Estonia,EST,"Feb 16, 2020",0
Estonia,EST,"Feb 17, 2020",0
Estonia,EST,"Feb 18, 2020",0
Estonia,EST,"Feb 19, 2020",0
Estonia,EST,"Feb 20, 2020",0
Estonia,EST,"Feb 21, 2020",0
Estonia,EST,"Feb 22, 2020",0
Estonia,EST,"Feb 23, 2020",0
Estonia,EST,"Feb 24, 2020",0
Estonia,EST,"Feb 25, 2020",0
Estonia,EST,"Feb 26, 2020",0
Estonia,EST,"Feb 27, 2020",0.3333333333333333
Estonia,EST,"Feb 28, 2020",0.3333333333333333
Estonia,EST,"Feb 29, 2020",0.3333333333333333
Estonia,EST,"Mar 1, 2020",0
Estonia,EST,"Mar 2, 2020",0
Estonia,EST,"Mar 3, 2020",0.5
Estonia,EST,"Mar 4, 2020",1
Estonia,EST,"Mar 5, 2020",2
Estonia,EST,"Mar 6, 2020",4
Estonia,EST,"Mar 7, 2020",4
Estonia,EST,"Mar 8, 2020",5
Estonia,EST,"Mar 10, 2020",3
Estonia,EST,"Mar 11, 2020",3
Estonia,EST,"Mar 12, 2020",5.666666666666667
Estonia,EST,"Mar 13, 2020",22
Estonia,EST,"Mar 14, 2020",33
Estonia,EST,"Mar 15, 2020",48
Estonia,EST,"Mar 16, 2020",42
Estonia,EST,"Mar 17, 2020",36.666666666666664
Estonia,EST,"Mar 18, 2020",29
Estonia,EST,"Mar 19, 2020",20.666666666666668
Estonia,EST,"Mar 20, 2020",19.333333333333332
Estonia,EST,"Mar 21, 2020",16
Estonia,EST,"Mar 22, 2020",19.666666666666668
Estonia,EST,"Mar 23, 2020",23
Estonia,EST,"Mar 24, 2020",21
Estonia,EST,"Mar 25, 2020",26
Estonia,EST,"Mar 26, 2020",62
