Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Turkey,TUR,"Mar 23, 2020",2.4271844660194173
Turkey,TUR,"Mar 24, 2020",2.419882275997384
Turkey,TUR,"Mar 25, 2020",2.3504273504273505
Turkey,TUR,"Mar 26, 2020",2.424989724619811
Turkey,TUR,"Mar 27, 2020",2.066685037200331
Turkey,TUR,"Mar 28, 2020",1.6146016146016147
Turkey,TUR,"Mar 29, 2020",1.4590651175358011
Turkey,TUR,"Mar 30, 2020",1.421286752739503
Turkey,TUR,"Mar 31, 2020",1.4564369310793237
Turkey,TUR,"Apr 1, 2020",1.387628063804954
Ukraine,UKR,"Mar 26, 2020",3.5398230088495577
Ukraine,UKR,"Mar 27, 2020",3.205128205128205
Ukraine,UKR,"Mar 28, 2020",2.293577981651376
Ukraine,UKR,"Mar 29, 2020",2.572347266881029
Ukraine,UKR,"Mar 30, 2020",2.15311004784689
Ukraine,UKR,"Mar 31, 2020",2.2916666666666665
Ukraine,UKR,"Apr 1, 2020",2.3679417122040074
United Arab Emirates,ARE,"Mar 18, 2020",0
United Arab Emirates,ARE,"Mar 19, 2020",0
United Arab Emirates,ARE,"Mar 20, 2020",0
United Arab Emirates,ARE,"Mar 21, 2020",0
United Arab Emirates,ARE,"Mar 22, 2020",1.3071895424836601
United Arab Emirates,ARE,"Mar 23, 2020",1.3071895424836601
United Arab Emirates,ARE,"Mar 24, 2020",1.0101010101010102
United Arab Emirates,ARE,"Mar 25, 2020",0.8064516129032258
United Arab Emirates,ARE,"Mar 26, 2020",0.6006006006006006
United Arab Emirates,ARE,"Mar 27, 2020",0.6006006006006006
United Arab Emirates,ARE,"Mar 28, 2020",0.49382716049382713
United Arab Emirates,ARE,"Mar 29, 2020",0.4273504273504274
United Arab Emirates,ARE,"Mar 30, 2020",0.4273504273504274
United Arab Emirates,ARE,"Mar 31, 2020",0.8183306055646482
United Arab Emirates,ARE,"Apr 1, 2020",0.9036144578313252
United Kingdom,GBR,"Mar 6, 2020",0.8695652173913043
United Kingdom,GBR,"Mar 7, 2020",0.6134969325153374
United Kingdom,GBR,"Mar 8, 2020",0.9708737864077669
United Kingdom,GBR,"Mar 9, 2020",1.098901098901099
United Kingdom,GBR,"Mar 10, 2020",1.557632398753894
United Kingdom,GBR,"Mar 11, 2020",1.6085790884718498
United Kingdom,GBR,"Mar 12, 2020",1.3157894736842104
United Kingdom,GBR,"Mar 13, 2020",1.694915254237288
United Kingdom,GBR,"Mar 14, 2020",1.4144271570014144
United Kingdom,GBR,"Mar 15, 2020",1.8421052631578945
United Kingdom,GBR,"Mar 16, 2020",2.516175413371675
United Kingdom,GBR,"Mar 17, 2020",3.56448476992871
United Kingdom,GBR,"Mar 18, 2020",3.076923076923077
United Kingdom,GBR,"Mar 19, 2020",3.9163498098859315
United Kingdom,GBR,"Mar 20, 2020",4.394263045468416
United Kingdom,GBR,"Mar 21, 2020",4.443886517700226
United Kingdom,GBR,"Mar 22, 2020",4.643284176962934
United Kingdom,GBR,"Mar 23, 2020",4.9445715291219425
United Kingdom,GBR,"Mar 24, 2020",5.037593984962406
United Kingdom,GBR,"Mar 25, 2020",5.224712145598613
United Kingdom,GBR,"Mar 26, 2020",4.858851925700494
United Kingdom,GBR,"Mar 27, 2020",4.957968776805627
United Kingdom,GBR,"Mar 28, 2020",5.219005707213093
United Kingdom,GBR,"Mar 29, 2020",5.962900111182632
United Kingdom,GBR,"Mar 30, 2020",6.290339104599939
United Kingdom,GBR,"Mar 31, 2020",6.3592430332866625
United Kingdom,GBR,"Apr 1, 2020",7.113320079522863
United States,USA,"Mar 3, 2020",5.825242718446602
United States,USA,"Mar 4, 2020",7.199999999999999
United States,USA,"Mar 5, 2020",6.918238993710692
United States,USA,"Mar 6, 2020",5.150214592274678
United States,USA,"Mar 7, 2020",4.142011834319527
United States,USA,"Mar 8, 2020",3.9260969976905313
United States,USA,"Mar 9, 2020",3.790613718411552
United States,USA,"Mar 10, 2020",3.4482758620689653
United States,USA,"Mar 11, 2020",2.731707317073171
United States,USA,"Mar 12, 2020",2.2865853658536586
United States,USA,"Mar 13, 2020",2.4052916416115453
United States,USA,"Mar 14, 2020",2.1619135234590616
United States,USA,"Mar 15, 2020",1.9315486275838698
United States,USA,"Mar 16, 2020",1.8282988871224166
United States,USA,"Mar 17, 2020",1.8236429950654367
United States,USA,"Mar 18, 2020",1.6804107670763964
United States,USA,"Mar 19, 2020",1.5932023366967605
United States,USA,"Mar 20, 2020",1.0526315789473684
United States,USA,"Mar 21, 2020",1.3249082755809212
United States,USA,"Mar 22, 2020",1.2711705985718025
United States,USA,"Mar 23, 2020",1.3378401408850764
United States,USA,"Mar 24, 2020",1.2704017914818482
United States,USA,"Mar 25, 2020",1.4502724918976662
United States,USA,"Mar 26, 2020",1.5174726132323613
United States,USA,"Mar 27, 2020",1.5071344675605585
United States,USA,"Mar 28, 2020",1.6305905278642798
United States,USA,"Mar 29, 2020",1.7575101271407372
United States,USA,"Mar 30, 2020",1.7542387694459012
United States,USA,"Mar 31, 2020",1.925646944478192
United States,USA,"Apr 1, 2020",2.1511670832937804
Uruguay,URY,"Mar 21, 2020",0
Uruguay,URY,"Mar 22, 2020",0
Uruguay,URY,"Mar 23, 2020",0
Uruguay,URY,"Mar 24, 2020",0
Uruguay,URY,"Mar 25, 2020",0
Uruguay,URY,"Mar 26, 2020",0
Uruguay,URY,"Mar 27, 2020",0
Uruguay,URY,"Mar 28, 2020",0
Uruguay,URY,"Mar 29, 2020",0
Uruguay,URY,"Mar 30, 2020",0.3236245954692557
Uruguay,URY,"Mar 31, 2020",0.3125
Uruguay,URY,"Apr 1, 2020",0.2958579881656805
Uzbekistan,UZB,"Mar 28, 2020",0
Uzbekistan,UZB,"Mar 29, 2020",0.7518796992481203
Uzbekistan,UZB,"Mar 30, 2020",0.6896551724137931
Uzbekistan,UZB,"Mar 31, 2020",1.342281879194631
Uzbekistan,UZB,"Apr 1, 2020",1.1560693641618496
Venezuela,VEN,"Mar 26, 2020",0
Venezuela,VEN,"Mar 27, 2020",0.9345794392523363
Venezuela,VEN,"Mar 28, 2020",0.8403361344537815
Venezuela,VEN,"Mar 29, 2020",0.8403361344537815
Venezuela,VEN,"Mar 30, 2020",0.8403361344537815
Venezuela,VEN,"Mar 31, 2020",2.2222222222222223
Venezuela,VEN,"Apr 1, 2020",2.2222222222222223
Vietnam,VNM,"Mar 23, 2020",0
Vietnam,VNM,"Mar 24, 2020",0
Vietnam,VNM,"Mar 25, 2020",0
Vietnam,VNM,"Mar 26, 2020",0
Vietnam,VNM,"Mar 27, 2020",0
Vietnam,VNM,"Mar 28, 2020",0
Vietnam,VNM,"Mar 29, 2020",0
Vietnam,VNM,"Mar 30, 2020",0
Vietnam,VNM,"Mar 31, 2020",0
Vietnam,VNM,"Apr 1, 2020",0
World,OWID_WRL,"Jan 19, 2020",1.36986301369863
World,OWID_WRL,"Jan 20, 2020",1.2552301255230125
World,OWID_WRL,"Jan 21, 2020",1.530612244897959
World,OWID_WRL,"Jan 22, 2020",3.1835205992509366
World,OWID_WRL,"Jan 23, 2020",2.694136291600634
World,OWID_WRL,"Jan 24, 2020",2.898550724637681
World,OWID_WRL,"Jan 25, 2020",3.037037037037037
World,OWID_WRL,"Jan 26, 2020",2.768166089965398
World,OWID_WRL,"Jan 27, 2020",2.872340425531915
World,OWID_WRL,"Jan 28, 2020",2.3108785698713756
World,OWID_WRL,"Jan 29, 2020",2.1757046316136477
World,OWID_WRL,"Jan 30, 2020",2.1730793813115175
World,OWID_WRL,"Jan 31, 2020",2.167718298392021
World,OWID_WRL,"Feb 1, 2020",2.1680897371505106
World,OWID_WRL,"Feb 2, 2020",2.0956438092620586
World,OWID_WRL,"Feb 3, 2020",2.083813032466037
World,OWID_WRL,"Feb 4, 2020",2.071307300509338
World,OWID_WRL,"Feb 5, 2020",2.0104396052524263
World,OWID_WRL,"Feb 6, 2020",1.9983730060481733
World,OWID_WRL,"Feb 7, 2020",2.025975675589851
World,OWID_WRL,"Feb 8, 2020",2.072538860103627
World,OWID_WRL,"Feb 9, 2020",2.1649978696207923
World,OWID_WRL,"Feb 10, 2020",2.2446965959546126
World,OWID_WRL,"Feb 11, 2020",2.3616749797007306
World,OWID_WRL,"Feb 12, 2020",2.468070035637603
World,OWID_WRL,"Feb 13, 2020",2.270918976263095
World,OWID_WRL,"Feb 14, 2020",2.142757541483972
World,OWID_WRL,"Feb 15, 2020",2.2756061576978674
World,OWID_WRL,"Feb 16, 2020",2.4095863711831376
World,OWID_WRL,"Feb 17, 2020",2.488364268491
World,OWID_WRL,"Feb 18, 2020",2.5543115087212076
World,OWID_WRL,"Feb 19, 2020",2.675852163157825
World,OWID_WRL,"Feb 20, 2020",2.81024259472023
World,OWID_WRL,"Feb 21, 2020",2.928870292887029
World,OWID_WRL,"Feb 22, 2020",3.0319777903449694
World,OWID_WRL,"Feb 23, 2020",3.1251586052885347
World,OWID_WRL,"Feb 24, 2020",3.3010247167219147
World,OWID_WRL,"Feb 25, 2020",3.366944541506514
World,OWID_WRL,"Feb 26, 2020",3.410087042410025
World,OWID_WRL,"Feb 27, 2020",3.410433490456876
World,OWID_WRL,"Feb 28, 2020",3.427097702872908
World,OWID_WRL,"Feb 29, 2020",3.428283041676936
World,OWID_WRL,"Mar 1, 2020",3.42319360176503
World,OWID_WRL,"Mar 2, 2020",3.4198589841469436
World,OWID_WRL,"Mar 3, 2020",3.439071737404041
World,OWID_WRL,"Mar 4, 2020",3.440162446146738
World,OWID_WRL,"Mar 5, 2020",3.443283394183558
World,OWID_WRL,"Mar 6, 2020",3.448029988184004
World,OWID_WRL,"Mar 7, 2020",3.4151547491995733
World,OWID_WRL,"Mar 8, 2020",3.3877003326277593
World,OWID_WRL,"Mar 9, 2020",3.4769132594922287
World,OWID_WRL,"Mar 10, 2020",3.5217802367112543
World,OWID_WRL,"Mar 11, 2020",3.6185819070904643
World,OWID_WRL,"Mar 12, 2020",3.6797692375116533
World,OWID_WRL,"Mar 13, 2020",3.712309117532797
World,OWID_WRL,"Mar 14, 2020",3.7751261982726723
World,OWID_WRL,"Mar 15, 2020",3.805981488699651
World,OWID_WRL,"Mar 16, 2020",3.8860815443978542
World,OWID_WRL,"Mar 17, 2020",3.943452380952381
World,OWID_WRL,"Mar 18, 2020",4.05007288180829
World,OWID_WRL,"Mar 19, 2020",4.14825240441004
World,OWID_WRL,"Mar 20, 2020",4.0777508210790385
World,OWID_WRL,"Mar 21, 2020",4.149299535974858
World,OWID_WRL,"Mar 22, 2020",4.240668333786711
World,OWID_WRL,"Mar 23, 2020",4.3175318587656335
World,OWID_WRL,"Mar 24, 2020",4.329775242248318
World,OWID_WRL,"Mar 25, 2020",4.453214024397558
World,OWID_WRL,"Mar 26, 2020",4.484359543552064
World,OWID_WRL,"Mar 27, 2020",4.484933692330138
World,OWID_WRL,"Mar 28, 2020",4.5610643159417545
World,OWID_WRL,"Mar 29, 2020",4.6354964330624515
World,OWID_WRL,"Mar 30, 2020",4.693347200612844
World,OWID_WRL,"Mar 31, 2020",4.791867286708486
World,OWID_WRL,"Apr 1, 2020",4.909399906235349
